Key	English
InventoryItemDescriptions/InvDesc_1300	A decorative box of fruit
InventoryItemNames/InvItem_1301	Watermelon Box
InventoryItemDescriptions/InvDesc_1301	A decorative box of fruit
InventoryItemNames/InvItem_1302	Pumpkin Box
InventoryItemDescriptions/InvDesc_1302	A decorative box of fruit
InventoryItemNames/InvItem_1303	Food Modeller
InventoryItemDescriptions/InvDesc_1303	Put food in it to make display food.
InventoryItemNames/InvItem_1304	Flour Bag Stack
InventoryItemDescriptions/InvDesc_1304	Display Brew
InventoryItemNames/InvItem_1305	Sugar Bag Stack
InventoryItemDescriptions/InvDesc_1305	Display Brew
InventoryItemNames/InvItem_1306	Coffee Bag Stack
InventoryItemDescriptions/InvDesc_1306	Display Brew
InventoryItemNames/InvItem_1307	Coffee Cup Set
InventoryItemDescriptions/InvDesc_1307	Display Brew
InventoryItemNames/InvItem_1308	Wattle Tea Set
InventoryItemDescriptions/InvDesc_1308	Display Brew
InventoryItemNames/InvItem_1309	Bottle Tea Set
InventoryItemDescriptions/InvDesc_1309	Display Brew
InventoryItemNames/InvItem_1310	Mighty Spread Set
InventoryItemDescriptions/InvDesc_1310	Display Brew
InventoryItemNames/InvItem_1311	Honey Set
InventoryItemDescriptions/InvDesc_1311	Display Brew
InventoryItemNames/InvItem_1312	Apple Jam Set
InventoryItemDescriptions/InvDesc_1312	Display Brew
InventoryItemNames/InvItem_1313	Lime Jam Set
InventoryItemDescriptions/InvDesc_1313	Display Brew
InventoryItemNames/InvItem_1314	Banana Jam Set
InventoryItemDescriptions/InvDesc_1314	Display Brew
InventoryItemNames/InvItem_1315	Quandong Jam Set
InventoryItemDescriptions/InvDesc_1315	Display Brew
InventoryItemNames/InvItem_1316	River Reed Seed
InventoryItemDescriptions/InvDesc_1316	A reed seed
InventoryItemNames/InvItem_1317	Register
InventoryItemDescriptions/InvDesc_1317	Some books
InventoryItemNames/InvItem_1318	Green Bean Box
InventoryItemDescriptions/InvDesc_1318	A decorative box of fruit
InventoryItemNames/InvItem_1319	Meat on a Stick Set
InventoryItemDescriptions/InvDesc_1319	Ready for a meal
InventoryItemNames/InvItem_1320	Dagwood Dog Set
InventoryItemDescriptions/InvDesc_1320	Ready for a meal
InventoryItemNames/InvItem_1321	Cherry Box
InventoryItemDescriptions/InvDesc_1321	A decorative box of fruit
InventoryItemNames/InvItem_1322	Seaweed Soup Plate
InventoryItemDescriptions/InvDesc_1322	Ready for a meal
InventoryItemNames/InvItem_1323	Paper Bag Hat
InventoryItemDescriptions/InvDesc_1323	Looks familiar..
InventoryItemNames/InvItem_1324	Airport Deed
InventoryItemDescriptions/InvDesc_1324	Build an Airport
InventoryItemNames/InvItem_1325	Gum Wood Entrance Sign
InventoryItemDescriptions/InvDesc_1325	Enter with style
InventoryItemNames/InvItem_1326	Palm Wood Entrance Sign
InventoryItemDescriptions/InvDesc_1326	Enter with style
InventoryItemNames/InvItem_1327	Hard Wood Entrance Sign
InventoryItemDescriptions/InvDesc_1327	Enter with style
InventoryItemNames/InvItem_1328	Rotary Clothesline
InventoryItemDescriptions/InvDesc_1328	A clothesline that spins
InventoryItemNames/InvItem_1329	Red Beach Chair
InventoryItemDescriptions/InvDesc_1329	Wooden chair
InventoryItemNames/InvItem_1330	Gum Log Stool
InventoryItemDescriptions/InvDesc_1330	Wooden chair
InventoryItemNames/InvItem_1331	Hard Wood Log Stool
InventoryItemDescriptions/InvDesc_1331	Wooden chair
InventoryItemNames/InvItem_1332	Palm Wood Log Stool
InventoryItemDescriptions/InvDesc_1332	Wooden chair
InventoryItemNames/InvItem_1333	Summer Lily Seed
InventoryItemDescriptions/InvDesc_1333	Grows a lily
InventoryItemNames/InvItem_1334	Indoor Summer Lily
InventoryItemDescriptions/InvDesc_1334	Potted Summer Lily
InventoryItemNames/InvItem_1335	Jackaroo Wand
InventoryItemDescriptions/InvDesc_1335	
InventoryItemNames/InvItem_1336	Aquamarine Shard
InventoryItemDescriptions/InvDesc_1336	Sharp bits of Aquamarine
InventoryItemNames/InvItem_1337	Floor Light
InventoryItemDescriptions/InvDesc_1337	A lil' light.
InventoryItemNames/InvItem_1338	Red Floor Light
InventoryItemDescriptions/InvDesc_1338	A lil' light.
InventoryItemNames/InvItem_1339	Green Floor Light
InventoryItemDescriptions/InvDesc_1339	A lil' light.
InventoryItemNames/InvItem_1340	Blue Floor Light
InventoryItemDescriptions/InvDesc_1340	A lil' light.
InventoryItemNames/InvItem_1341	White Throwing Disc
InventoryItemDescriptions/InvDesc_1341	For a good time
InventoryItemNames/InvItem_1342	Comp Fishing Rod
InventoryItemDescriptions/InvDesc_1342	For serious anglers
InventoryItemNames/InvItem_1343	Pirate Glider
InventoryItemDescriptions/InvDesc_1343	Avast ye
InventoryItemNames/InvItem_1344	Pineapple
InventoryItemDescriptions/InvDesc_1344	Tropical fruit
InventoryItemNames/InvItem_1345	Treasure Map
InventoryItemDescriptions/InvDesc_1345	There is an x on it
InventoryItemNames/InvItem_1346	Pilot Hat
InventoryItemDescriptions/InvDesc_1346	Protect your head from turbulence
InventoryItemNames/InvItem_1347	Pilot Shirt
InventoryItemDescriptions/InvDesc_1347	Take off!
InventoryItemNames/InvItem_1348	Pilot Pants
InventoryItemDescriptions/InvDesc_1348	Help you fly
InventoryItemNames/InvItem_1349	Pilot Boots
InventoryItemDescriptions/InvDesc_1349	We don't need roads
InventoryItemNames/InvItem_1350	Red Spotty Dress
InventoryItemDescriptions/InvDesc_1350	Summery
InventoryItemNames/InvItem_1351	Beach Straw Hat
InventoryItemDescriptions/InvDesc_1351	This will keep that sun off ya.
InventoryItemNames/InvItem_1352	Ice Cream Maker
InventoryItemDescriptions/InvDesc_1352	Turns high quality milk into ice cream
InventoryItemNames/InvItem_1353	Ice Cream
InventoryItemDescriptions/InvDesc_1353	So cool!
InventoryItemNames/InvItem_1354	Ice Cream Set
InventoryItemDescriptions/InvDesc_1354	Ready for a meal
InventoryItemNames/InvItem_1355	Gum Wood Kitchen Cabinet
InventoryItemDescriptions/InvDesc_1355	Kitchen Cabinet
InventoryItemNames/InvItem_1356	Gum Wood Kitchen Sink
InventoryItemDescriptions/InvDesc_1356	Kitchen Sink
InventoryItemNames/InvItem_1357	Palm Wood Kitchen Cabinet
InventoryItemDescriptions/InvDesc_1357	Kitchen Cabinet
InventoryItemNames/InvItem_1358	Palm Wood Kitchen Sink
InventoryItemDescriptions/InvDesc_1358	Kitchen Cabinet
InventoryItemNames/InvItem_1359	White Strap Shoes
InventoryItemDescriptions/InvDesc_1359	Watch out for sunburn
InventoryItemNames/InvItem_1360	Sand Castle
InventoryItemDescriptions/InvDesc_1360	Kitchen Cabinet
InventoryItemNames/InvItem_1361	Sand Bucket
InventoryItemDescriptions/InvDesc_1361	Kitchen Cabinet
InventoryItemNames/InvItem_1362	Interior Wall
InventoryItemDescriptions/InvDesc_1362	A wall you can use inside your house
InventoryItemNames/InvItem_1363	Sand Fence
InventoryItemDescriptions/InvDesc_1363	Keep things in or out.
InventoryItemNames/InvItem_1364	Player House 2
InventoryItemDescriptions/InvDesc_1364	You can live here.
InventoryItemNames/InvItem_1365	Your House Deed 3
InventoryItemDescriptions/InvDesc_1365	You can live here.
InventoryItemNames/InvItem_1366	Iron Wood Table
InventoryItemDescriptions/InvDesc_1366	A small table.
InventoryItemNames/InvItem_1367	Season-All
InventoryItemDescriptions/InvDesc_1367	Allows crops to grow all year
InventoryItemNames/InvItem_1368	Solar Panel
InventoryItemDescriptions/InvDesc_1368	Speeds up nearby solar compatible items
InventoryItemNames/InvItem_1369	Palm Wood Table
InventoryItemDescriptions/InvDesc_1369	Perfect for picnics
InventoryItemNames/InvItem_1370	Gum Wood Table
InventoryItemDescriptions/InvDesc_1370	Perfect for picnics
InventoryItemNames/InvItem_1371	Hard Wood Table
InventoryItemDescriptions/InvDesc_1371	Perfect for picnics
InventoryItemNames/InvItem_1372	Curtain Festoon
InventoryItemDescriptions/InvDesc_1372	Curtain-y
InventoryItemNames/InvItem_1373	Octagon Sign
InventoryItemDescriptions/InvDesc_1373	Follow the directions
InventoryItemNames/InvItem_1374	Garden Tap
InventoryItemDescriptions/InvDesc_1374	Kitchen Cabinet
InventoryItemNames/InvItem_1375	Floor Drain
InventoryItemDescriptions/InvDesc_1375	Kitchen Cabinet
InventoryItemNames/InvItem_1376	Picnic Basket
InventoryItemDescriptions/InvDesc_1376	Kitchen Cabinet
InventoryItemNames/InvItem_1377	Pink Holiday Shirt
InventoryItemDescriptions/InvDesc_1377	Flipping Stylin'
InventoryItemNames/InvItem_1378	Purple Holiday Shirt
InventoryItemDescriptions/InvDesc_1378	Flipping Stylin'
InventoryItemNames/InvItem_1379	Orange Holiday Shirt
InventoryItemDescriptions/InvDesc_1379	Flipping Stylin'
InventoryItemNames/InvItem_1380	Green Holiday Shirt
InventoryItemDescriptions/InvDesc_1380	Flipping Stylin'
InventoryItemNames/InvItem_1381	Green Holiday Shorts
InventoryItemDescriptions/InvDesc_1381	Easy to wear.
InventoryItemNames/InvItem_1382	Orange Holiday Shorts
InventoryItemDescriptions/InvDesc_1382	Easy to wear.
InventoryItemNames/InvItem_1383	Pink Holiday Shorts
InventoryItemDescriptions/InvDesc_1383	Easy to wear.
InventoryItemNames/InvItem_1384	Purple Holiday Shorts
InventoryItemDescriptions/InvDesc_1384	Easy to wear.
InventoryItemNames/InvItem_1385	Life Guard Hat
InventoryItemDescriptions/InvDesc_1385	Real heros do wear hats
InventoryItemNames/InvItem_1386	Life Guard Shirt
InventoryItemDescriptions/InvDesc_1386	Keep your eyes peeled
InventoryItemNames/InvItem_1387	Life Guard Shorts
InventoryItemDescriptions/InvDesc_1387	For running into the water
InventoryItemNames/InvItem_1388	Red Tile Path
InventoryItemDescriptions/InvDesc_1388	Coloured Tiles
InventoryItemNames/InvItem_1389	Purple Tile Path
InventoryItemDescriptions/InvDesc_1389	Coloured Tiles
InventoryItemNames/InvItem_1390	Yellow Tile Path
InventoryItemDescriptions/InvDesc_1390	Coloured Tiles
InventoryItemNames/InvItem_1391	Green Tile Path
InventoryItemDescriptions/InvDesc_1391	Coloured Tiles
InventoryItemNames/InvItem_1392	Orange Tile Path
InventoryItemDescriptions/InvDesc_1392	Coloured Tiles
InventoryItemNames/InvItem_1393	Pink Tile Path
InventoryItemDescriptions/InvDesc_1393	Coloured Tiles
InventoryItemNames/InvItem_1394	Blue Tile Path
InventoryItemDescriptions/InvDesc_1394	Coloured Tiles
InventoryItemNames/InvItem_1395	Black Tile Path
InventoryItemDescriptions/InvDesc_1395	Coloured Tiles
InventoryItemNames/InvItem_1396	White Tile Path
InventoryItemDescriptions/InvDesc_1396	Coloured Tiles
InventoryItemNames/InvItem_1397	Beach Bar
InventoryItemDescriptions/InvDesc_1397	A decorative stall for items
InventoryItemNames/InvItem_1398	Hay Bale
InventoryItemDescriptions/InvDesc_1398	A decorative bale
InventoryItemNames/InvItem_1399	Cooler
InventoryItemDescriptions/InvDesc_1399	Put stuff in here.
InventoryItemNames/InvItem_1400	Pineapple Box
InventoryItemDescriptions/InvDesc_1400	A decorative box of fruit
InventoryItemNames/InvItem_1401	Big Fan Hand
InventoryItemDescriptions/InvDesc_1401	For big fans
InventoryItemNames/InvItem_1402	Gum Wood Pergola
InventoryItemDescriptions/InvDesc_1402	Provides little shade
InventoryItemNames/InvItem_1403	Palm Wood Pergola
InventoryItemDescriptions/InvDesc_1403	Provides little shade
InventoryItemNames/InvItem_1404	Hard Wood Pergola
InventoryItemDescriptions/InvDesc_1404	Provides little shade
InventoryItemNames/InvItem_1405	Bus Stop
InventoryItemDescriptions/InvDesc_1405	Where is the bus?
InventoryItemNames/InvItem_1406	Red Beach Hammock
InventoryItemDescriptions/InvDesc_1406	A floating bed
InventoryItemNames/InvItem_1407	Red Beach Umbrella
InventoryItemDescriptions/InvDesc_1407	Block out that festive sun
InventoryItemNames/InvItem_1408	Beetroot
InventoryItemDescriptions/InvDesc_1408	It has rhythm
InventoryItemNames/InvItem_1409	Flat Top Fence
InventoryItemDescriptions/InvDesc_1409	Keep things in or out.
InventoryItemNames/InvItem_1410	Beetroot Seeds
InventoryItemDescriptions/InvDesc_1410	Put 'em in the ground!
InventoryItemNames/InvItem_1411	Blue Beach Towel
InventoryItemDescriptions/InvDesc_1411	Soak up that festive sun
InventoryItemNames/InvItem_1412	Green Beach Towel
InventoryItemDescriptions/InvDesc_1412	Soak up that festive sun
InventoryItemNames/InvItem_1413	Red Beach Towel
InventoryItemDescriptions/InvDesc_1413	Soak up that festive sun
InventoryItemNames/InvItem_1414	Green Beach Umbrella
InventoryItemDescriptions/InvDesc_1414	Block out that festive sun
InventoryItemNames/InvItem_1415	Blue Beach Umbrella
InventoryItemDescriptions/InvDesc_1415	Block out that festive sun
InventoryItemNames/InvItem_1416	White Hibiscus
InventoryItemDescriptions/InvDesc_1416	A little bush with flowers
InventoryItemNames/InvItem_1417	Purple Hibiscus
InventoryItemDescriptions/InvDesc_1417	A little bush with flowers
InventoryItemNames/InvItem_1418	Red Seaweed
InventoryItemDescriptions/InvDesc_1418	It's like red salty grass
InventoryItemNames/InvItem_1419	Dark Wood Kitchen Cabinet
InventoryItemDescriptions/InvDesc_1419	Kitchen Cabinet
InventoryItemNames/InvItem_1420	Dark Wood Kitchen Sink
InventoryItemDescriptions/InvDesc_1420	Kitchen Cabinet
InventoryItemNames/InvItem_1421	Green Beach Hammock
InventoryItemDescriptions/InvDesc_1421	A floating bed
InventoryItemNames/InvItem_1422	Blue Beach Hammock
InventoryItemDescriptions/InvDesc_1422	A floating bed
InventoryItemNames/InvItem_1423	Blue Beach Chair
InventoryItemDescriptions/InvDesc_1423	Wooden chair
InventoryItemNames/InvItem_1424	Green Beach Chair
InventoryItemDescriptions/InvDesc_1424	Wooden chair
InventoryItemNames/InvItem_1425	Arrow Light
InventoryItemDescriptions/InvDesc_1425	Points the way
InventoryItemNames/InvItem_1426	Clown Fish
InventoryItemDescriptions/InvDesc_1426	A silly lil' guy
InventoryItemNames/InvItem_1427	Gold Fish Trophy
InventoryItemDescriptions/InvDesc_1427	1st Place!
InventoryItemNames/InvItem_1428	Silver Fish Trophy
InventoryItemDescriptions/InvDesc_1428	2nd is the best!
InventoryItemNames/InvItem_1429	Bronze Fish Trophy
InventoryItemDescriptions/InvDesc_1429	3rd ain't bad.
InventoryItemNames/InvItem_1430	Shark Egg
InventoryItemDescriptions/InvDesc_1430	A lil' buddy is inside
InventoryItemNames/InvItem_1431	Maggie Egg
InventoryItemDescriptions/InvDesc_1431	A lil' buddy is inside
InventoryItemNames/InvItem_1432	Waiting Chair
InventoryItemDescriptions/InvDesc_1432	A single chair for waiting.
InventoryItemNames/InvItem_1433	Boarding Pass
InventoryItemDescriptions/InvDesc_1433	A one use pass for a day trip off island
InventoryItemNames/InvItem_1434	Alpha Trident
InventoryItemDescriptions/InvDesc_1434	A fork with reach
InventoryItemNames/InvItem_1435	Alpha Shark Tooth
InventoryItemDescriptions/InvDesc_1435	A prize from an Alpha Shark
InventoryItemNames/InvItem_1436	Coral Acacia Seed
InventoryItemDescriptions/InvDesc_1436	A lil seed for a big tree
InventoryItemNames/InvItem_1437	Fridge
InventoryItemDescriptions/InvDesc_1437	A wooden table.
InventoryItemNames/InvItem_1438	Blue Sun Glasses
InventoryItemDescriptions/InvDesc_1438	Helps you look cool.
InventoryItemNames/InvItem_1439	Green Sun Glasses
InventoryItemDescriptions/InvDesc_1439	Helps you look cool.
InventoryItemNames/InvItem_1440	Orange Sun Glasses
InventoryItemDescriptions/InvDesc_1440	Helps you look cool.
InventoryItemNames/InvItem_1441	Pink Sun Glasses
InventoryItemDescriptions/InvDesc_1441	Helps you look cool.
InventoryItemNames/InvItem_1442	Purple Sun Glasses
InventoryItemDescriptions/InvDesc_1442	Helps you look cool.
InventoryItemNames/InvItem_1443	Beach Ball
InventoryItemDescriptions/InvDesc_1443	Summer fun
InventoryItemNames/InvItem_1444	Cup of Sunshine
InventoryItemDescriptions/InvDesc_1444	It's warm
InventoryItemNames/InvItem_1445	Tropical Grass Turf Roll
InventoryItemDescriptions/InvDesc_1445	It places tropical grass
InventoryItemNames/InvItem_1446	Butterfly Perfume
InventoryItemDescriptions/InvDesc_1446	Put it on your head to attract a butterfly
InventoryItemNames/InvItem_1447	Beetroot Box
InventoryItemDescriptions/InvDesc_1447	A decorative box of fruit
InventoryItemNames/InvItem_1448	Milk Set
InventoryItemDescriptions/InvDesc_1448	Display Brew
InventoryItemNames/InvItem_1449	High Quality Milk Set
InventoryItemDescriptions/InvDesc_1449	Display Brew
InventoryItemNames/InvItem_1450	Silver Pocket Watch
InventoryItemDescriptions/InvDesc_1450	Time goes slow with one of these
InventoryItemNames/InvItem_1451	Brain Coral
InventoryItemDescriptions/InvDesc_1451	Place to grow coral
InventoryItemNames/InvItem_1452	Bird Nest Coral
InventoryItemDescriptions/InvDesc_1452	Place to grow coral
InventoryItemNames/InvItem_1453	Blue Staghorn Coral
InventoryItemDescriptions/InvDesc_1453	Place to grow coral
InventoryItemNames/InvItem_1454	Blue Table Coral Fragment
InventoryItemDescriptions/InvDesc_1454	Place to grow coral
InventoryItemNames/InvItem_1455	Green Staghorn Coral
InventoryItemDescriptions/InvDesc_1455	Place to grow coral
InventoryItemNames/InvItem_1456	Pink Coral
InventoryItemDescriptions/InvDesc_1456	Place to grow coral
InventoryItemNames/InvItem_1457	Pink Table Coral Fragment
InventoryItemDescriptions/InvDesc_1457	Place to grow coral
InventoryItemNames/InvItem_1458	Green Tube Coral
InventoryItemDescriptions/InvDesc_1458	Place to grow coral
InventoryItemNames/InvItem_1459	Purple Spotty Dress
InventoryItemDescriptions/InvDesc_1459	Summery
InventoryItemNames/InvItem_1460	Purple Strap Shoes
InventoryItemDescriptions/InvDesc_1460	Watch out for sunburn
InventoryItemNames/InvItem_1461	Halo
InventoryItemDescriptions/InvDesc_1461	For when you're really good
InventoryItemNames/InvItem_1462	Humphead Wrasse
InventoryItemDescriptions/InvDesc_1462	Kinda a mean name
InventoryItemNames/InvItem_1463	Purple-Winged Mantis
InventoryItemDescriptions/InvDesc_1463	An insect predator
InventoryItemNames/InvItem_1464	Blue Tiger Butterfly
InventoryItemDescriptions/InvDesc_1464	This butterfly has claws
InventoryItemNames/InvItem_1465	Common Crow Butterfly
InventoryItemDescriptions/InvDesc_1465	Caw!
InventoryItemNames/InvItem_1466	Shark Statue
InventoryItemDescriptions/InvDesc_1466	A strange old statue.
InventoryItemNames/InvItem_1467	Seahorse
InventoryItemDescriptions/InvDesc_1467	What's a horse?
InventoryItemNames/InvItem_1468	Triton's Trumpet
InventoryItemDescriptions/InvDesc_1468	That's a big snail!
InventoryItemNames/InvItem_1469	Sea Sponge
InventoryItemDescriptions/InvDesc_1469	It feels spongy and gross
InventoryItemNames/InvItem_1470	Police Hat
InventoryItemDescriptions/InvDesc_1470	Wee woo wee woo
InventoryItemNames/InvItem_1471	Police Pants
InventoryItemDescriptions/InvDesc_1471	Wee woo wee woo
InventoryItemNames/InvItem_1472	Police Shirt
InventoryItemDescriptions/InvDesc_1472	Wee woo wee woo
InventoryItemNames/InvItem_1473	Police Boots
InventoryItemDescriptions/InvDesc_1473	Wee woo wee woo
InventoryItemNames/InvItem_1474	White Panel Wall
InventoryItemDescriptions/InvDesc_1474	Panel
InventoryItemNames/InvItem_1475	Black Throwing Disc
InventoryItemDescriptions/InvDesc_1475	For a good time
InventoryItemNames/InvItem_1476	Blue Throwing Disc
InventoryItemDescriptions/InvDesc_1476	For a good time
InventoryItemNames/InvItem_1477	Green Throwing Disc
InventoryItemDescriptions/InvDesc_1477	For a good time
InventoryItemNames/InvItem_1478	Orange Throwing Disc
InventoryItemDescriptions/InvDesc_1478	For a good time
InventoryItemNames/InvItem_1479	Pink Throwing Disc
InventoryItemDescriptions/InvDesc_1479	For a good time
InventoryItemNames/InvItem_1480	Purple Throwing Disc
InventoryItemDescriptions/InvDesc_1480	For a good time
InventoryItemNames/InvItem_1481	Red Throwing Disc
InventoryItemDescriptions/InvDesc_1481	For a good time
InventoryItemNames/InvItem_1482	Blue Tang
InventoryItemDescriptions/InvDesc_1482	What's it called again?
InventoryItemNames/InvItem_1483	Yellow Tang
InventoryItemDescriptions/InvDesc_1483	I prefer orange
InventoryItemNames/InvItem_1484	Festive Roo Plush
InventoryItemDescriptions/InvDesc_1484	It's small and cute
InventoryItemNames/InvItem_1485	Wheezing Shirt
InventoryItemDescriptions/InvDesc_1485	The wheeze intensifies
InventoryItemNames/InvItem_1486	Festive Table
InventoryItemDescriptions/InvDesc_1486	Perfect for picnics
InventoryItemNames/InvItem_1487	Festive Festoon
InventoryItemDescriptions/InvDesc_1487	Festive.
InventoryItemNames/InvItem_1488	Cardboard Box
InventoryItemDescriptions/InvDesc_1488	A coffee table
InventoryItemNames/InvItem_1489	Coconut Drink Set
InventoryItemDescriptions/InvDesc_1489	Display Brew
InventoryItemNames/InvItem_1490	Festive Lamp
InventoryItemDescriptions/InvDesc_1490	A very strong light
InventoryItemNames/InvItem_1491	Coconut Drink
InventoryItemDescriptions/InvDesc_1491	Is this water or juice?
InventoryItemNames/InvItem_1492	Plastic Chair
InventoryItemDescriptions/InvDesc_1492	Wooden chair
InventoryItemNames/InvItem_1493	Festive Pole
InventoryItemDescriptions/InvDesc_1493	Twinkle Twinkle
InventoryItemNames/InvItem_1494	Cooked Prawn
InventoryItemDescriptions/InvDesc_1494	It's a bit prawny.
InventoryItemNames/InvItem_1495	Cooked Prawn Plate
InventoryItemDescriptions/InvDesc_1495	Ready for a meal
InventoryItemNames/InvItem_1496	Red Festive Sweater
InventoryItemDescriptions/InvDesc_1496	It's ugly and festive
InventoryItemNames/InvItem_1497	Festive Chair
InventoryItemDescriptions/InvDesc_1497	A single chair for sitting.
InventoryItemNames/InvItem_1498	Light Arch
InventoryItemDescriptions/InvDesc_1498	Walk under it!
InventoryItemNames/InvItem_1499	Festive Gifts
InventoryItemDescriptions/InvDesc_1499	Twinkle Twinkle
InventoryItemNames/InvItem_1500	Green Festive Sweater
InventoryItemDescriptions/InvDesc_1500	It's ugly and festive
InventoryItemNames/InvItem_1501	Spag Bol
InventoryItemDescriptions/InvDesc_1501	Spag with some bolognese
InventoryItemNames/InvItem_1502	Cheesy Spag
InventoryItemDescriptions/InvDesc_1502	Cheesy
InventoryItemNames/InvItem_1503	Spag Bol Plate
InventoryItemDescriptions/InvDesc_1503	Ready for a meal
InventoryItemNames/InvItem_1504	Cheese Spag Plate
InventoryItemDescriptions/InvDesc_1504	Ready for a meal
InventoryItemNames/InvItem_1505	Jam Toast
InventoryItemDescriptions/InvDesc_1505	Breakie Bread
InventoryItemNames/InvItem_1506	Croco Skewer
InventoryItemDescriptions/InvDesc_1506	Better than him skewering me
InventoryItemNames/InvItem_1507	Scones
InventoryItemDescriptions/InvDesc_1507	Great with some tea
InventoryItemNames/InvItem_1508	Burger
InventoryItemDescriptions/InvDesc_1508	Is the patty the burger or the bun?
InventoryItemNames/InvItem_1509	Lot Burger
InventoryItemDescriptions/InvDesc_1509	It's a burger with the lot!
InventoryItemNames/InvItem_1510	Dunny
InventoryItemDescriptions/InvDesc_1510	A place to clear your stomach
InventoryItemNames/InvItem_1511	Jam Toast Plate
InventoryItemDescriptions/InvDesc_1511	Ready for a meal
InventoryItemNames/InvItem_1512	Scones Plate
InventoryItemDescriptions/InvDesc_1512	Ready for a meal
InventoryItemNames/InvItem_1513	Croco Skewer Set
InventoryItemDescriptions/InvDesc_1513	Ready for a meal
InventoryItemNames/InvItem_1514	Burger Plate
InventoryItemDescriptions/InvDesc_1514	Ready for a meal
InventoryItemNames/InvItem_1515	Lot Burger Plate
InventoryItemDescriptions/InvDesc_1515	Ready for a meal
InventoryItemNames/InvItem_1516	Watermelon Popsicle
InventoryItemDescriptions/InvDesc_1516	Where did the stick come from?
InventoryItemNames/InvItem_1517	Advanced Crafting Table
InventoryItemDescriptions/InvDesc_1517	Craft with items in nearby storage
InventoryItemNames/InvItem_1518	Advanced Cooking Table
InventoryItemDescriptions/InvDesc_1518	Cook with items in nearby storage
InventoryItemNames/InvItem_1519	Sparkin' Soup
InventoryItemDescriptions/InvDesc_1519	It tingles on your tongue
InventoryItemNames/InvItem_1520	Water Melon Popsicle Set
InventoryItemDescriptions/InvDesc_1520	Ready for a meal
InventoryItemNames/InvItem_1521	Sparkin' Soup Plate
InventoryItemDescriptions/InvDesc_1521	Ready for a meal
InventoryItemNames/InvItem_1522	Crab Soup
InventoryItemDescriptions/InvDesc_1522	Crabby
InventoryItemNames/InvItem_1523	Parmy and Chips
InventoryItemDescriptions/InvDesc_1523	A crowd favourite
InventoryItemNames/InvItem_1524	Parmi and Chips Plate
InventoryItemDescriptions/InvDesc_1524	Ready for a meal
InventoryItemNames/InvItem_1525	Crab Soup Plate
InventoryItemDescriptions/InvDesc_1525	Ready for a meal
InventoryItemNames/InvItem_1526	Yellow Morel
InventoryItemDescriptions/InvDesc_1526	A strange looking shroom
InventoryItemNames/InvItem_1527	Slippery Jack
InventoryItemDescriptions/InvDesc_1527	A slippery shroom
InventoryItemNames/InvItem_1528	Field Mushroom
InventoryItemDescriptions/InvDesc_1528	A common shroom
InventoryItemNames/InvItem_1529	Milk Cap
InventoryItemDescriptions/InvDesc_1529	I won't drink this
InventoryItemNames/InvItem_1530	Hand Trolley
InventoryItemDescriptions/InvDesc_1530	Can pick up and move full containers
InventoryItemNames/InvItem_1531	Cooked Yabbie Plate
InventoryItemDescriptions/InvDesc_1531	Ready for a meal
InventoryItemNames/InvItem_1532	Cooked Yabbie
InventoryItemDescriptions/InvDesc_1532	Eat it shellfishly
InventoryItemNames/InvItem_1533	Red Roundhead
InventoryItemDescriptions/InvDesc_1533	A rare shroom
InventoryItemNames/InvItem_1534	Slippery Jack Stool
InventoryItemDescriptions/InvDesc_1534	Wooden chair
InventoryItemNames/InvItem_1535	Field Mushroom Lamp
InventoryItemDescriptions/InvDesc_1535	It's a fun-light.
InventoryItemNames/InvItem_1536	Slippery Jack Lamp
InventoryItemDescriptions/InvDesc_1536	It's a fun-light.
InventoryItemNames/InvItem_1537	Red Roundhead Lamp
InventoryItemDescriptions/InvDesc_1537	It's a fun-light.
InventoryItemNames/InvItem_1538	Yellow Morel Lamp
InventoryItemDescriptions/InvDesc_1538	It's a fun-light.
InventoryItemNames/InvItem_1539	Milk Cap Lamp
InventoryItemDescriptions/InvDesc_1539	It's a fun-light.
InventoryItemNames/InvItem_1540	Mushroom Soup
InventoryItemDescriptions/InvDesc_1540	A bowl of hot fungus
InventoryItemNames/InvItem_1541	Cooked Mushroom
InventoryItemDescriptions/InvDesc_1541	Nice and grilled
InventoryItemNames/InvItem_1542	Field Mushroom Basket
InventoryItemDescriptions/InvDesc_1542	A decorative box of fruit
InventoryItemNames/InvItem_1543	Milk Cap Basket
InventoryItemDescriptions/InvDesc_1543	A decorative box of fruit
InventoryItemNames/InvItem_1544	Slippery Jack Basket
InventoryItemDescriptions/InvDesc_1544	A decorative box of fruit
InventoryItemNames/InvItem_1545	Yellow Morel Basket
InventoryItemDescriptions/InvDesc_1545	A decorative box of fruit
InventoryItemNames/InvItem_1546	Roundhead Basket
InventoryItemDescriptions/InvDesc_1546	A decorative box of fruit
InventoryItemNames/InvItem_1547	Field Mushroom Stool
InventoryItemDescriptions/InvDesc_1547	Wooden chair
InventoryItemNames/InvItem_1548	Milk Cap Stool
InventoryItemDescriptions/InvDesc_1548	Wooden chair
InventoryItemNames/InvItem_1549	Roundhead Stool
InventoryItemDescriptions/InvDesc_1549	Wooden chair
InventoryItemNames/InvItem_1550	Yellow Morel Stool
InventoryItemDescriptions/InvDesc_1550	Wooden chair
InventoryItemNames/InvItem_1551	Mushroom Soup Plate
