Key	English	French	Russian	Chinese (Simplified)	Japanese	Korean	Chinese (Traditional)	Thai	Indonesian	Italian	Spanish (Latin Americas)	Portuguese	Turkish	German	Notes
NPCBubbleDialogue/Melvin_ChatBubbleTo_Milburn_Convo0_Part3	I’m much, much younger than you.þ					나는 당신보다 훨씬, 훨씬 어리다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Milburn_Convo0_Part4	Whatever you say, mate					무슨 말을 하든 친구야									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Milburn_Convo1_Part0	They just don’t make ‘em like they used to.þ					그들은 예전처럼 만들지 않을 뿐입니다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Milburn_Convo1_Part1	Days?þ					날?þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Milburn_Convo1_Part2	Yup. Too long now.					예. 지금은 너무 길어요.									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Milburn_Convo1_Part3	What are you talking about?					무슨 얘기를 하는 건가요?									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Rayne_Convo0_Part0	You alright?þ					괜찮아?þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Rayne_Convo0_Part1	Yeah, just tired.þ					응, 그냥 피곤했어.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Rayne_Convo0_Part2	I hear ya.þ					들었어.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Rayne_Convo1_Part0	How yer plants treating ya.þ					당신의 식물이 당신을 어떻게 대하는지.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Rayne_Convo1_Part1	They are great. They’re always great.þ					그들은 훌륭합니다. 그들은 항상 훌륭합니다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Rayne_Convo1_Part2	That’s real nice, mate.þ					정말 좋은데요, 친구.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Rayne_Convo2_Part0	Done any diggin’ lately?þ					최근에 파헤친 일이 있나요?þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Rayne_Convo2_Part1	A fair bit, yeah.þ					꽤 그렇죠.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Rayne_Convo2_Part2	Good on ya.þ					잘 지내요.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Sally_Convo0_Part0	Thanks again for the trim.þ					다듬어주셔서 다시 한번 감사드립니다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Sally_Convo0_Part1	Don’t mention it.þ					언급하지 마세요.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Sally_Convo0_Part2	I think it really suits me.þ					저한테 정말 잘 맞는 것 같아요.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Sally_Convo0_Part3	Me too, you big softy, it brings out your eyes.þ					나도, 너 크고 부드러운, 그것은 당신의 눈을 돋보이게합니다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo0_Part0	Great day to relax, eh?þ					쉬기 좋은 날이죠?þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo0_Part1	Speak for yourself, darl.					스스로 말해보세요, 자기.									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo1_Part0	They are necessary for my work.þ					그것은 내 작업에 필요합니다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo1_Part1	I just never see you wear them.þ					나는 당신이 그것을 입는 것을 본 적이 없습니다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo1_Part2	You never see me at work.þ					당신은 직장에서 나를 본 적이 없습니다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo1_Part3	You sure they’re just not for show?þ					그냥 보여주기 위한 게 아닌 게 확실해요?þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo2_Part0	Do you know why the food has these effects?					음식이 왜 이런 영향을 미치는지 아시나요?									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo2_Part1	What difference does that make?					그게 무슨 차이가 있나요?									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo2_Part2	To achieve a deeper understanding!					더 깊은 이해를 얻으려면!									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Shiela_Convo2_Part3	Would that make it taste better?					그러면 맛이 더 좋아질까요?									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Theodore_Convo0_Part0	How’s the paperwork?þ					서류는 어때요?þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Theodore_Convo0_Part1	Oh, fascinating!þ					오, 흥미롭다!þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Theodore_Convo0_Part2	Never understood it.þ					결코 이해하지 못했습니다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Theodore_Convo0_Part3	It’s actually really quite straightforward, it’s all aboutþ...					실제로는 매우 간단합니다.þ...									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Theodore_Convo0_Part4	Never wanted to.þ					결코 원하지 않았습니다.þ									
NPCBubbleDialogue/Melvin_ChatBubbleTo_Theodore_Convo0_Part5	…oh.þ					…오.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_DayTime_Convo0_Part0	Rotten day.þ					썩은 날.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_DayTime_Convo0_Part1	If you say so.þ					당신이 그렇게 말한다면.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_DayTime_Convo1_Part0	What are you so happy about?þ					당신은 무엇 때문에 그렇게 행복합니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_DayTime_Convo1_Part1	This conversation will be over soon.þ					이 대화는 곧 끝날 것입니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_DayTime_Convo2_Part0	Hmph.þ					흠.þ					Pfff.				
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_DayTime_Convo2_Part1	Whatever you say.þ					당신이 무엇을 말하든.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_Morning_Convo0_Part0	Hmph.					흠.					Pfff.				
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_Morning_Convo0_Part1	Morning.					아침.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_Morning_Convo1_Part0	Hmph.					흠.					Pfff.				
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_Morning_Convo1_Part1	What did I say?					내가 뭐라고 말했나요?									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_Morning_Convo2_Part0	Hmph.					흠.					Pfff.				
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_Morning_Convo2_Part1	Alright then.					그럼요.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_NightTime_Convo0_Part0	I wouldn’t pay for weather like this.þ					이런 날씨에는 돈을 지불하지 않을 것입니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_NightTime_Convo0_Part1	Luckily it’s free.þ					다행히 무료입니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_NightTime_Convo1_Part0	It’s ridiculous what they are charging.þ					그들이 청구하는 것은 말도 안됩니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_NightTime_Convo1_Part1	I reckon it seems pretty fair.þ					내 생각엔 꽤 공평한 것 같아.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_NightTime_Convo2_Part0	Out with it. Time is <Dinks>.þ					그것으로. 시간은 <딩크스>입니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Anyone_NightTime_Convo2_Part1	You were talking to me!þ					나한테 얘기하고 있었잖아!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo0_Part0	So this power can allow you to see the future?þ					그렇다면 이 힘으로 미래를 볼 수 있다는 겁니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo0_Part1	Sometimes.þ					때때로.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo0_Part2	And how can I access this power?þ					그리고 이 힘에 어떻게 접근할 수 있나요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo0_Part3	You need to feel it, y’know?þ					느껴봐야 알죠?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo0_Part4	Hmmm. Kinetic energy of some sort..þ					흠. 일종의 운동에너지..þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo0_Part5	No. Not at all!þ					아니요. 전혀 그렇지 않습니다!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo1_Part0	What do you mean my coat is drab?þ					내 코트가 칙칙하다니 무슨 말이야?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo1_Part1	You should come and see me.					당신은 나를 보러 와야 합니다.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo1_Part2	I am seeing you now and my coat is just as functional as ever.þ					지금 뵙고 있는데 제 코트는 예전처럼 기능적이에요.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo1_Part3	I could make you a nicer coat!þ					더 멋진 코트를 만들어줄 수 있어요!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo1_Part4	No thank you. This one is adequate.þ					아니요, 감사합니다. 이 정도가 적당합니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo2_Part0	I have an idea for a motorised machine for sewing.					나에게 전동 재봉틀에 대한 아이디어가 있어요.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo2_Part1	Oh wow!					아 와!									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo2_Part2	It will pull in a lot of power though.					그래도 많은 힘을 끌어낼 것입니다.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo2_Part3	Oh, but I don’t want it to mess with my chakras.					아, 하지만 내 차크라가 엉망이 되는 건 원하지 않아요.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Clover_Convo2_Part4	I see.					알겠어요.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo0_Part0	No such license exists.					해당 라이센스가 존재하지 않습니다.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo0_Part1	Well it flamin’ should!þ					글쎄요!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo0_Part2	That is not for me to decide.þ					그건 내가 결정할 일이 아니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo0_Part3	Just… be careful, will you?þ					그냥... 조심하세요, 그렇죠?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo0_Part4	Fine. I will sell only four at a time.þ					괜찮은. 한 번에 4개만 판매하겠습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo1_Part0	Do you remember much about the Shiny Discs?					Shiny Discs에 대해 많이 기억하시나요?									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo1_Part1	How old do you think I am?!þ					내가 몇 살이라고 생각하세요?!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo1_Part2	Honestly, I could not begin to estimate.þ					솔직히 나는 추정을 시작할 수 없었습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo1_Part3	Well it was before my time, I’ll tell you what!þ					글쎄요, 제 때가 오기 전이었는데, 그걸 말씀드릴게요!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo2_Part0	Did your father ever venture into the deep mines?þ					당신의 아버지는 깊은 광산에 들어가 본 적이 있나요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo2_Part1	Oh, my father went everywhere, I’ll tell you what!þ					아, 아버지는 어디든 가셨는데 그게 뭔지 말씀 드리겠습니다!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo2_Part2	Then perhaps you would answer a few questions?þ					그렇다면 몇 가지 질문에 답해 주시겠습니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Fletch_Convo2_Part3	Sure, how long you got?þ					물론이죠. 얼마나 남았나요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo0_Part0	Have you performed any experiments on your creatures?þ					당신의 생물에 대한 실험을 수행한 적이 있습니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo0_Part1	Um… no? What?þ					음… 아니? 무엇?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo0_Part2	You could make them stronger, faster, better!þ					당신은 그들을 더 강하고, 더 빠르고, 더 좋게 만들 수 있습니다!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo0_Part3	I think they’re fine just the way they are, thanks.þ					내 생각에는 그 사람들이 있는 그대로 괜찮은 것 같아요. 고마워요.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo1_Part0	But with the right upgradesþ...					하지만 올바른 업그레이드를 통해þ...									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo1_Part1	I heard you, I’m just not interested, mate.þ					들었어, 난 그냥 관심이 없어, 친구.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo1_Part2	Think of the possibilities!þ					가능성을 생각해 보세요!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo1_Part3	Just leave nature alone, yeah?þ					그냥 자연을 그대로 놔두세요, 그렇죠?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo2_Part0	Does the smell not bother you?þ					냄새가 당신을 괴롭히지 않습니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo2_Part1	A little, but you’re not that bad, mate!þ					조금, 하지만 그렇게 나쁘지는 않잖아, 친구!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo2_Part2	I am speaking of your creatures.þ					나는 당신의 피조물에 대해 말하고 있습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Irwin_Convo2_Part3	Oh, maybe. Some of them have really sensitive noses!þ					아, 어쩌면. 그들 중 일부는 정말 민감한 코를 가지고 있습니다!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo0_Part0	Your tools are inferior to anything I can craft.þ					당신의 도구는 내가 만들 수 있는 어떤 도구보다 열등합니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo0_Part1	My tools are much cheaper though.þ					하지만 내 도구는 훨씬 저렴합니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo0_Part2	Yes they are.þ					그렇습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo0_Part3	But, they get the job done!þ					하지만 그들은 일을 완수합니다!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo0_Part4	Yes they do. Slowly.þ					네, 그렇습니다. 느리게.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo0_Part5	Why do I talk to you…þ					내가 왜 너한테 말을 하는 거지...þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo1_Part0	Are you interested in stocking some of my inventions?					내 발명품 중 일부를 구입하는 데 관심이 있습니까?									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo1_Part1	That sounds great!					정말 좋은 것 같아요!									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo1_Part2	But I need to run my shop!þ					하지만 나는 가게를 운영해야 해요!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo1_Part3	Then this business proposal is now moot.					그렇다면 이 사업 제안은 이제 논란의 여지가 있습니다.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo2_Part0	Well, I have to send a lot back home…þ					아, 집에 많이 보내야 하는데…þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo2_Part1	I suppose someone back in South City is doing research for you?þ					South City에 있는 누군가가 당신을 위해 연구를 하고 있는 것 같은데요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo2_Part2	You could say that…þ					당신은 그렇게 말할 수 있습니다…þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_John_Convo2_Part3	Then I hope you share what you have learnt soon.þ					그렇다면 곧 여러분이 배운 내용을 공유하길 바랍니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Melvin_Convo0_Part0						#VALUE!									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Melvin_Convo1_Part0						#VALUE!									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Melvin_Convo2_Part0						#VALUE!									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo0_Part0						#VALUE!									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo0_Part1	How would I do that?þ					어떻게 해야 합니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo0_Part2	Perhaps you could splice the seeds?þ					아마도 씨앗을 엮을 수 있을까요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo0_Part3	I could never do that!þ					난 절대 그럴 수 없어!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo0_Part4	I do not understand…þ					이해가 안 돼요…þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo0_Part5	It would hurt the seeds!þ					씨앗이 다칠 거예요!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo1_Part0	I require your assistance.þ					당신의 도움이 필요합니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo1_Part1	Sure!					확신하는!									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo1_Part2	Please stop bothering me when I am trying to work.þ					제가 일하려고 할 때 저를 괴롭히지 마세요.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo1_Part3	I thought I was helping…þ					도와준다고 생각했는데...þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo1_Part4	You were not.þ					당신은 그렇지 않았습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo2_Part0	What is your favourite plant?þ					당신이 가장 좋아하는 식물은 무엇입니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo2_Part1	Like, it’s hard to pick one type…þ					마찬가지로 한 종류를 고르기가 어렵네요...þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo2_Part2	Type? I want to see the specific plant.þ					유형? 특정 식물을 보고 싶어요.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo2_Part3	I, like, love them all equally.þ					나는 그들 모두를 똑같이 사랑합니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Rayne_Convo2_Part4	Impossible.þ					불가능한.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo0_Part0	Have you ever considered a different field?þ					다른 분야를 생각해 본 적 있나요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo0_Part1	Further north, you mean?þ					더 북쪽이라는 뜻인가요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo0_Part2	I mean some other occupation.þ					다른 직업을 말하는 거죠.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo0_Part3	Oh. All the time! But what about my customers?þ					오. 항상! 하지만 내 고객은 어떻습니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo0_Part4	I believe they would survive.þ					나는 그들이 살아남을 것이라고 믿습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo1_Part0	I spent yesterday arranging my instruments.þ					어제는 악기를 정리하느라 시간을 보냈습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo1_Part1	Is that why you cancelled your appointment?þ					그래서 약속을 취소한 거야?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo1_Part2	I did not make an appointment.þ					나는 약속을 하지 않았다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo1_Part3	I’m free tomorrow, my client list is pretty shortþ.					내일 한가해요. 제 고객 목록이 꽤 짧거든요þ.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo1_Part4	Of that, I am certain.þ					나는 확신합니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo2_Part0	Have you considered adding restraints to your chair?þ					의자에 고정 장치를 추가하는 것을 고려해 보셨나요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo2_Part1	I don’t think it’s going to go anywhereþ.					아무데도 안 갈 것 같아þ.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo2_Part2	I was thinking of your customersþ.					나는 당신의 고객을 생각하고있었습니다þ.									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Sally_Convo2_Part3	Oh, might be an idea, then. Safety first!þ					아, 그렇다면 좋은 생각이겠네요. 안전 제일!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo0_Part0	How do you sterilise your equipment?þ					장비 소독은 어떻게 하시나요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo0_Part1	Sterra what?þ					스테라 뭐?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo0_Part2	I mean, how do you clean everything?þ					내 말은, 모든 것을 어떻게 청소합니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo0_Part3	Just good old fashioned elbow grease, darlþ					그냥 좋은 구식 팔꿈치 그리스야, 달링þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo0_Part4	…I feel ill.þ					…몸이 안 좋은 것 같아요.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo1_Part0	They are necessary for my work.þ					그것은 내 작업에 필요합니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo1_Part1	I just never see you wear them.þ					나는 당신이 그것을 입는 것을 본 적이 없습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo1_Part2	You never see me at work.þ					당신은 직장에서 나를 본 적이 없습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo1_Part3	You sure they’re just not for show?þ					그냥 보여주기 위한 게 아닌 게 확실해요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo2_Part0	Do you know why the food has these effects?					음식이 왜 이런 영향을 미치는지 아시나요?									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo2_Part1	What difference does that make?					그게 무슨 차이가 있나요?									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo2_Part2	To achieve a deeper understanding!					더 깊은 이해를 얻으려면!									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Shiela_Convo2_Part3	Would that make it taste better?					그러면 맛이 더 좋아질까요?									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo0_Part0	What will you do when your collection is complete?þ					컬렉션이 완성되면 무엇을 하시겠습니까?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo0_Part1	Categorization and filing!þ					분류 및 파일링!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo0_Part2	Of course, but what then?þ					물론이죠. 하지만 그러면 어떨까요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo0_Part3	Re-categorization and re-filing!þ					재분류 및 재제출!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo1_Part0	Do you dissect your specimens?þ					표본을 해부하시나요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo1_Part1	Oh, no! I could never do that!þ					안 돼! 난 절대 그럴 수 없어!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo1_Part2	Then you are missing out on so much knowledge!þ					그렇다면 당신은 너무 많은 지식을 놓치고 있는 것입니다!þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo1_Part3	I think um, maybe that’s okay?þ					내 생각엔 음, 어쩌면 괜찮은 것 같아?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo2_Part0	How did you collect all of your specimens?þ					모든 표본을 어떻게 수집하셨나요?þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo2_Part1	Oh! <PlayerName> has been helping.þ					오! <PlayerName>이(가) 도움을 주었습니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo2_Part2	What a remarkable coincidence.þ					참으로 놀라운 우연의 일치입니다.þ									
NPCBubbleDialogue/Milburn_ChatBubbleTo_Theodore_Convo2_Part3	Yeah, they’ve been really helpful!þ					네, 정말 도움이 됐어요!þ									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_DayTime_Convo0_Part0	Today's going quick!					오늘은 빨리가네!									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_DayTime_Convo0_Part1	Not quick enough.					충분히 빠르지 않습니다.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_DayTime_Convo1_Part0	Lovely weather we're having.					정말 좋은 날씨입니다.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_DayTime_Convo1_Part1	Too right.					너무 맞습니다.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_Morning_Convo0_Part0	Another begining to a beautiful day!					아름다운 하루의 또 다른 시작!									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_Morning_Convo0_Part1	I guess you could say that.					그렇게 말씀하시면 될 것 같아요.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_Morning_Convo1_Part0	Feeling good this morning?					오늘 아침 기분이 좋나요?									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_Morning_Convo1_Part1	Nothing to complain about.					불평할 것이 없습니다.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_Morning_Convo2_Part0	It's just such a pretty morning.					정말 예쁜 아침이에요.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_Morning_Convo2_Part1	Oh, it is.					아, 그렇군요.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_NightTime_Convo0_Part0	Wet enough for you?					당신에게 충분히 젖어 있습니까?									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_NightTime_Convo0_Part1	You always say that.					당신은 항상 그렇게 말해요.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_NightTime_Convo1_Part0	This rain won't let up.					이 비는 그치지 않을 것이다.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_NightTime_Convo1_Part1	Why are you always wandering around in it?					너는 왜 항상 그 안에서 헤매고 있는 걸까?									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_NightTime_Convo2_Part0	This rain is great for my plants.					이 비는 내 식물에 아주 좋습니다.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Anyone_NightTime_Convo2_Part1	Happy to hear that.					그 말을 들으니 기쁘군요.									
NPCBubbleDialogue/Rayne_ChatBubbleTo_Clover_Convo0_Part0	I like, love your store.þ					나는 당신의 가게를 좋아하고 사랑합니다.þ									
