Key	English
Npc6/TownCleanUp_Response_000_001_1748423148	All the  the carryable items laying around <IslandName> will be removed.
Npc6/TownCleanUp_Response_001_000_434496966	No worries.
Npc6/TownCleanUp_Response_001_001_338663611	Come back and speak to me if you want 
Npc6/Upgrade House No Money Tent_Intro_000_2084687642	Very good!
Npc6/Upgrade House No Money Tent_Intro_001_-1609656107	...Oh. It seems like you a bit short on cash. <shy>
Npc6/Upgrade House No Money Tent_Intro_002_384481156	Perhaps you can come back when your pockets are a bit heavier?
Npc7/CompleteBirthday_000_Intro_000_-20023330	Oh, mate.
Npc7/CompleteBirthday_000_Intro_001_647684790	<pumped>This is bloody deadly!
Npc7/CompleteBirthday_000_Intro_002_1529383183	Best <birthday> ever, mate!
Npc7/Gossip_About_NPC_006_Intro_000_1463999334	<NPCName> has been through so much, and it’s only made her stronger!þþ
Npc7/Gossip_About_NPC_006_Intro_001_1677205583	<yes>I think we could learn a lot from her.þ
Npc7/Gossip_About_NPC_009_Intro_000_-1025996338	I keep trying to show off my animals to <NPCName>.
Npc7/Gossip_About_NPC_009_Intro_001_-1654539945	That fella sure loves his critters!þ
Npc7/Gossip_About_NPC_009_Intro_002_-1931411666	<haha>He doesn’t like ‘em up close though!þ
Npc7/Gossip_About_NPC_010_Intro_000_1104294981	I reckon if you dig deep enough, <NPCName>’s got a heart of solid gold.þ
Npc7/Gossip_About_NPC_010_Intro_001_-539978856	<haha>Maybe bring two shovels!þ
Npc7/RandomConvo_032_Intro_001_-2065225962	With all their own wildlife?
Npc7/RandomConvo_032_Intro_002_881494308	<glee>I heard there were HUNDREDS of different types of animals before everything went South..
Npc7/RandomConvo_032_Intro_003_1942494850	<thinking>Maybe they survived somewhere?þ
Npc7/RandomConvo_032_Intro_004_-1793904025	<sigh>I sure hope so...
Npc8/CompleteBirthday_000_Intro_000_-1962561300	Oh, <PlayerName>!
Npc8/CompleteBirthday_000_Intro_001_-1675210302	<shy>This is a really nice <birthday> gift.
Npc8/CompleteBirthday_000_Intro_002_5223287	<glee>Thank you very much.
Npc8/Gossip_About_NPC_001_Intro_000_-1250786140	<pumped><NPCName> won’t let anybody NEAR his hair.þ
Npc8/Gossip_About_NPC_001_Intro_001_2118359940	<no>I offered to trim his beard, but I ended up walking away with a bunch of tools I don’t need?þ
Npc8/Gossip_About_NPC_001_Intro_002_384901102	<boohoo>…they were really expensive.þ
Npc8/Gossip_About_NPC_002_Intro_000_268961126	<NPCName>’s hair grows really slowly…þ
Npc8/Gossip_About_NPC_002_Intro_001_2049371061	Either that, or he trims it himself, I guess?þ
Npc8/Gossip_About_NPC_003_Intro_000_-999137015	<NPCName> comes to see me every now and again.
Npc8/Gossip_About_NPC_003_Intro_001_-1056062874	I guess he really likes the empty bit in the middle?þ
Npc8/Gossip_About_NPC_003_Intro_002_-547860246	<thinking>He’d have such long, full, beautiful locks if I didn’t cut his hair so often…þ
Npc8/Gossip_About_NPC_003_Intro_003_-1401334567	Each to their own, I guess.þ
Npc8/Gossip_About_NPC_004_Intro_000_192740882	<no><NPCName> asked me to cut her doll’s hair once.þ
Npc8/Gossip_About_NPC_004_Intro_001_-1021286863	<no>It looked just like her, but tiny!þ
Npc8/Gossip_About_NPC_004_Intro_002_424270026	<scared>That thing gave me the creeps.þ
Npc8/Gossip_About_NPC_006_Intro_000_1147098473	<yes><NPCName> keeps asking if I have a Hair Cutting licence.þ
Npc8/Gossip_About_NPC_006_Intro_001_1063867178	<pumped>And I keep telling her there is no such thing!þ
Npc8/Gossip_About_NPC_006_Intro_002_2007303129	<haha>But she seems adamant that there should be!þ
Npc8/Gossip_About_NPC_009_Intro_000_792515882	<thinking><NPCName> always asks to keep his hair clippings after a trim.þ
Npc8/Gossip_About_NPC_009_Intro_001_-274117747	<yes>He said something about cataloguing every strand?þ
Npc8/Gossip_About_NPC_010_Intro_000_1429235000	<no><NpcName> never tips me when he comes in for a trim.þ
Npc8/Gossip_About_NPC_010_Intro_001_-676996072	<no>I mean, I don’t ask for tips, anyway.þ
Npc8/Gossip_About_NPC_010_Intro_002_82722473	<thinking>But he always makes sure to let me know he won’t be tipping…þ
Npc8/IslandDayGreeting_Night_008_Intro_000_-1812647457	Wow!þ
Npc8/IslandDayGreeting_Night_008_Intro_001_-799816745	<glee>I am really digging the sky’s new colours tonight.þ
Npc8/IslandDayGreeting_Night_008_Intro_002_738350256	<thinking>It's kinda like beautiful hair...
Npc8/IslandDayGreeting_Night_008_Intro_003_-1122897308	It’s amazing, isn’t it, <PlayerName>?þ
Npc9/AllItemsAlreadyDonated_Intro_000_1010677331	Oh my! It seems our museum has a <donationName> on exhibit already!
Npc9/AllItemsAlreadyDonated_Intro_001_1697967214	I'll just return this to you.
Npc9/CompleteBirthday_000_Intro_000_483712208	Many thanks, <PlayerName>.
Npc9/CompleteBirthday_000_Intro_001_1751301635	<glee>I don’t often receive <birthday> gifts, so this one is very appreciated.
Npc9/FullPhotoNoPhoto_Intro_000_1888385481	Oh! What a wonderful photo that is!
Npc9/FullPhotoNoPhoto_Intro_001_-347225222	<getPhotoDetails>
Npc9/FullPhotoNoPhoto_Intro_002_-1562668056	I'm quite fond of it to be honest! <haha>
Npc9/ItemNotNeeded_Intro_000_2144235302	Hmmmm... The museum isn't really looking for this kind of thing.
Npc9/ItemNotNeeded_Intro_001_-209898310	Our collection include, fish, bugs and relics. If there are any other items you don't want, maybe consider selling them?
Npc9/ItemNotNeeded_Intro_002_2119706282	Thanks!
Npc9/NonLocalEmpty_Intro_000_-89390229	Oh, that's an empty frame.
Npc9/NonLocalEmpty_Intro_001_-1465879646	<glee>We actually encourage locals to donate their own photos to display here!
Npc9/NonLocalPicture_Intro_000_1888385481	Oh! What a wonderful photo that is!
Npc9/NonLocalPicture_Intro_001_-347225222	<getPhotoDetails>
Npc9/NonLocalPicture_Intro_002_-518197166	The photographer is very talented!
